NAME,TOTAL,FINE,FEE,Z FEE,COST,SURCHARGE,STF,BIPSA,MF,PLUS,CATEGORY,DESCRIPTION
13a-247,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Excavation/obstruction near highway without permit (1st offense)
13a-247*,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Excavation/obstruction near highway without permit (subsequent offense)
13a-253,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Violation of East Haddam state dock regulations
14-380,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating without valid registration
14-381,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Improper display of registration number or plate; failure to carry registration
14-382,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Failure to report change of address
14-385,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Renting or leasing without safety devices and equipment as required by law
14-385*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,"Renting or leasing of snowmobiles or A.T.V., records required"
14-386(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Failure to stop upon request of authorized person
14-386a(1),188.0,125.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Unreasonable speed
14-386a(2),188.0,125.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Negligent operation-snowmobile
14-387(1),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating on a public highway; failure to stop or yield right of way before crossing public highway
14-387(2),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Excessive or unusual noise from exhaust system
14-387(3),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating without a functioning muffler or  improper brakes or insufficient lighting  and reflecting devices
14-387(3)*,181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating an A.T.V. with an engine size of 90c.c. or less after dark
14-387(4),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Harassment of game or domestic animal
14-387(5),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating on fenced agricultural land or state-owned land or municipality-controlled land without written permission
14-387(5)*,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Failure to carry written permission to operate
14-387(6),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating on any used railroad right of way
14-390f,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,"Dealer failing to comply with safety notice requirements for sale, lease, rental of A.T.V.s"
23-26b,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operation of all-terrain vehicle without registration or certificate
23-26e,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Operating all-terrain vehicle under age or without supervision and certificate
23-26f,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,Violation of all-terrain regulations
23-26g(b),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,SNOWMOBILES AND ALL-TERRAIN VEHICLES,"Permitting operation of all-terrain vehicle on state land by person without certificate, under age or without supervision"
13b-344a,181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,PEDESTRIANS,Crossing railroad tracks at designated railroad grade crossing after warning.
14-300(d)*,181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,PEDESTRIANS,Carrying or using a white or white tipped with red cane or walking stick on any street or highway or other public place by a person that is not blind
14-300b(a),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to yield right of way to vehicle when crossing not within a crosswalk
14-300b(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Crossing intersection diagonally
14-300b(b)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to cross within marked crosswalk between adjacent intersection at which traffic or pedestrian control signals operate
14-300b(c),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to travel upon right half of crosswalk
14-300c(a),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Walking on roadway where sidewalk is provided and use thereof is practicable
14-300c(a)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to walk on shoulder properly when no sidewalk provided
14-300c(a)**,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to walk on left side of road when neither sidewalk nor shoulder is available
14-300c(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Suddenly leaving place of safety adjacent to or upon a road and walking into path  of vehicle as to constitute immediate hazard
14-300c(b)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Walking or standing upon any part of a road while under influence of alcohol or any drug to a degree which renders such pedestrian a hazard
14-300c(c),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to yield right of way to authorized emergency vehicle
14-300c(d),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Failure to yield right of way to each vehicle
53-181,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Soliciting rides on limited access highway
53-182,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PEDESTRIANS,Reckless use of highway by pedestrian
15-9(a),174.0,85.0,11.0,0.0,0.0,35.0,43.0,0.0,0.0,0.0,BOATING,Failure to obey order of harbor master
15-16a,103.0,60.0,8.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Operating a vessel in excess of slow-no-wake zone on Mystic River
15-25,750.0,500.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,BOATING,"Removal, damage or destruction of a navigational aid"
15-129(a)(1),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding make and type of personal flotation devices and/or the use of personal flotation devices by children
15-129(a)(2),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding ventilation applicable to the vessel.
15-129(a)(3),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding backfire flame controls.
15-129(a)(4),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Defective muffling device
15-129(a)(5),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding fire extinguisher applicable to the vessel.
15-129(a)(6),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding sound signal appliances applicable to the vessel.
15-129(a)(7),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding visual distress signal and the use thereof.
15-129(a)(7)*,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding restrictions on the use of visual distress signals.
15-129(b),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Operating motorboat without a muffler
15-129(c),220.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Exceeding permitted noise level
15-129(d)**,220.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Exceeding noise levels specified by Society of Automotive Engineers
15-129(e),435.0,400.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with order re noise test (1st offense)
15-129(e)**,535.0,500.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with order re noise test (subsequent offense).
15-129(g),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,"Operation of motorboat with muffler cutout, bypass or similar device"
15-129(h),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Altered or removed muffler
15-129(i),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Improper sale of motorboat without muffler
15-129(k),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Approved safety devices and equipment:  quantity and location
15-129(l),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Improper use of sirens
15-129a(a),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding the use of navigation lights.
15-129a(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding the visibility of lights.
15-129a(c),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Improper exhibition of lights
15-129a(d),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding anchor lights.
15-129a(e),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to use flashing blue lights in accordance with federal requirements.
15-129a(f),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with federal requirements regarding the use of red and yellow flashing signals on vessels.
15-131,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Violation of rules for preventing collisions
15-132,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Failure to help collision victim
15-133(b),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Interference with navigation
15-133(c)*,220.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Alteration of boat capacity label
15-133(f),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Violation of boating regulations
15-133(g),220.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Improper mooring to navigational aid
15-134(a),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Failure to have an observer while towing skier
15-134(b),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Skiing in prohibited area
15-134(c),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal skiing in darkness
15-134(d),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Reckless skiing
15-134(f),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Unauthorized placement of marked course or jump ramp
15-135(a),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,"Failure to use SCUBA flag, buoy or other device"
15-135(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,More than four persons using same marking device simultaneously
15-135(b)*,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Number of persons using same marking device when diving or swimming from anchored boat exceeds legal capacity of boat
15-135(c),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Operating a vessel within one hundred feet of SCUBA Flag
15-139(b),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Violation of boating safety regulations
15-140b,80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,"Illegal marine parade, regattas, races"
15-140c,80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,"Illegal abandonment of vessel (effective through December 31, 2014)"
15-140c*,440.0,420.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,"Illegal abandonment of a vessel (effective on January 1, 2015)"
15-140d,80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal obstruction to navigation or public use of waters
15-140e,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal operation of boat without a certificate or vessel operator license
15-140e*,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegally authorizing or permitting operator less than 16 years old to operate vessel without safe boating certificate.
15-140f(c),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Teaching unapproved safe boating course.
15-140f(d),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Use of DEP safe boating course materials by DEP employee for personal gain.
15-140g*,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Failure to carry boating operation certificate
15-140h,80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal operation of a boat by a person less than 12 years old
15-140j,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Operating or permitting/authorizing person less than 16 years old to operate personal watercraft without certificate
15-140j(g),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Failure to have certificate of personal watercraft operation on board while operating such watercraft.
15-140j(h),80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Permitting passenger to ride on personal watercraft when unable to ride securely.
15-140j(h)*,80.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Permitting passenger to ride in front of operator of personal watercraft.
15-140j(i),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Teaching unapproved safe personal watercraft handling course.
15-140j(j),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Use of DEP safe personal watercraft course materials by DEP agent or employee for personal financial gain.
15-140m,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,"Reckless boating, second degree"
15-142(a),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to number vessel/have documents
15-142(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to register foreign vessel or display registration decal
15-144(a),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to display registration decals
15-144(a)*,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to carry vessel registration
15-144(c),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to display vessel registration
15-144(h),120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal operation of vessel without number/registration (1st offense)
15-144(h)(2),145.0,125.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal use of vessel registration or decal
15-144(h)*,220.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Illegal operation of vessel without number/registration (subsequent offenses)
15-145,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to comply with certificate/registration number requirements
15-146,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to report change of address
15-147,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,"Failure to report transfer, loss or theft of vessel"
15-149a(a),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,"Failure to notify law enforcement agency and make written report to DEP of boating accident involving death, serious injury or disappearance"
15-149a(a)*,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to make written report to DEP of boating accident involving property damage in excess of $500
15-149a(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to notify law enforcement authorities and vessel owner of tow
15-150(a),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Liveryperson not keeping proper records.
15-150(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to carry on board vessel and make available written rental agreement.
15-150(c),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Renting vessel without required safety devices.
15-150(d),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Permitting rented unregistered/unnumbered vessel to depart boat livery.
15-150(d)*,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to carry on board vessel and make available certificate of number.
15-150(e),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Permitting an operator of rented vessel to depart from livery without safe boating certificate or certificate of personal watercraft operation.
15-150a,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Failure to keep list of foreign boats
15-153,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Altering or defacing registration or certificate of number
15-154(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to stop vessel or take to designated area upon command.
15-154(d),145.0,125.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,BOATING,Operating a vessel to obstruct a law enforcement or fire vessel
15-154(e),70.0,50.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,BOATING,Failure to reduce speed when passing stationary law enforcement or fire rescue vessel.
15-156(e),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Failure to return suspended or revoked safe boating or personal watercraft certificate.
15-175(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Owning/Operating Vessel without marine sanitation device or with device in nonoperable condition
15-180,95.0,75.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,BOATING,Transporting vessel or trailer without inspecting for and properly removing and disposing of vegetation.
53-190,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,"Illegal operation of boat on Killingly Pond, Alexander's Lake or Lake Wononscopomuc"
53-191(a),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Illegal operation of boat on Bolton Ponds
53-191(b),75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,BOATING,Illegal operation of boat on Gardner's Lake
15-33,75.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,NAVIGATION AND AERONAUTICS,Illegal injury to federal signals.
15-97(1),125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAVIGATION AND AERONAUTICS,Violation of airport zoning requirements (1st offense)
15-115(a),50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAVIGATION AND AERONAUTICS,Failure to report aircraft accident.
16-44,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC SERVICE COMPANIES,Failure of public utility to report change of name-public utility
16-256e,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC SERVICE COMPANIES,Illegal telephone soliciting device
16a-15,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNING AND ENERGY POLICY,Failure to display signs on fuel pump
16a-22(c),1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNING AND ENERGY POLICY,Violation of Petroleum Products Supply Requirements
16a-22h(a),50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNING AND ENERGY POLICY,Failure of propane dealer to report (1st offense)
16a-22h(a)*,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNING AND ENERGY POLICY,Failure of propane dealer to report (subsequent offense)
16a-22h(b),50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNING AND ENERGY POLICY,Failure of distillate fuel dealer to report (1st offense)
16a-22h(b)*,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNING AND ENERGY POLICY,Failure of distillate fuel dealer to report (subsequent offense)
17b-124,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC ASSISTANCE AND WELFARE SERVICES,Failure to Disclose Assets
17b-137,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC ASSISTANCE AND WELFARE SERVICES,Failure to answer subpoena - State aid
17a-24,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCIAL AND HUMAN SERVICES AND RESOURCES,Violation of D.C.F. institution  traffic regulations
17a-145,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCIAL AND HUMAN SERVICES AND RESOURCES,Operation of child care facility without license
17a-145*,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCIAL AND HUMAN SERVICES AND RESOURCES,Failure to file new license application after population change.
17a-149,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCIAL AND HUMAN SERVICES AND RESOURCES,Operation of child placing agency without license
17a-152,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCIAL AND HUMAN SERVICES AND RESOURCES,Illegal placement of child from other state
17a-465,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCIAL AND HUMAN SERVICES AND RESOURCES,Violation of mental health facility traffic regulations
19a-30,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of clinical laboratory regulations
19a-33,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of health department facility traffic regulations
19a-39,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of well protection regulations (1st offense)
19a-39*,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of well protection regulations (subsequent offense)
19a-91,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of dead body transport regulations
19a-105,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of public toilet regulations
19a-106a,40.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Failure of retail establishment to permit customer to use employee restroom.
19a-107,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of public lavatory towel regulations
19a-113,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of SCUBA compressed air requirements
19a-215,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of reporting or confidentiality provisions/reportable diseases
19a-219,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation infant blindness regulations
19a-222,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Refusal to be vaccinated
19a-224,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal fish scrap load - New London
19a-286,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal autopsy without consent
19a-287,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal delivery of corpse
19a-297,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of bylaws re cemetery care
19a-301,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Failure of association treasurer to report
19a-309,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Violation of soldier headstone regulations
19a-335,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal maintenance of a highway nuisance
19a-336,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal obstruction of watercourse
19a-338,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal obstruction of navigable waters
19a-339,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Illegal obstruction of Connecticut river
19a-340,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Creating a nuisance - filthy water
19a-342,75.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Smoking in prohibited location; failure to post or unlawful removal of smoking and non-smoking signs
19a-502,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC HEALTH AND WELL-BEING,Operation of health care institute without license
20-7a,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXAMINING BOARDS AND PROFESSIONAL LICENSES,Failure to disclose laboratory test fees
20-14,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXAMINING BOARDS AND PROFESSIONAL LICENSES,Violation of prescription regulations
